,Subject,hr,rsp_period,rsp_depth,rvt,scl_mean,scl_slope,scr_count,scr_ratio,scr_amp,scr_rise,label
0,DI101228,-1.9913659631777776,0.3298886482849144,-0.000970917880682879,0.0009078993766559185,-0.05602987947008131,1.5869873290641166e-05,-2.4833333333333334,-0.00033111111111111524,0.11928897546100586,0.7611852380952382,0
1,DI101228,-2.0052813287478983,-0.049300825399296144,-0.0027478055181594796,0.0001987946689497185,-0.043263177109508,1.9438837009801017e-05,-2.4833333333333334,-0.00033111111111111524,0.15227929353343767,0.7111852380952386,0
2,DI101228,-1.826090054229816,-0.09535448896998755,-0.003206358748286479,-0.0008124388177932816,-0.02228878638366094,2.03951742279866e-05,-2.4833333333333334,-0.00033111111111111524,0.13715322022701543,0.775185238095238,0
3,DI101228,-1.759164620774726,-0.09900071341721328,-0.003584479098301679,-0.0008034262902219815,-0.003753774756056316,3.163491292929717e-05,-2.4833333333333334,-0.00033111111111111524,0.14370335786980665,0.7821852380952381,0
4,DI101228,-1.5128575947265546,0.03813570710844383,-0.00136897682029238,0.0005294826924666183,0.02820488808799837,4.029931528280064e-05,-1.4833333333333334,-0.00019777777777781524,0.03887681161536777,0.8181852380952381,0
5,DI101228,-1.450636098108717,0.22704864828491433,-0.0008041525600936787,-0.0007261957152451817,0.053719842789806904,5.399940452165097e-05,-2.4833333333333334,-0.00033111111111111524,0.08266641908201272,0.9701852380952383,0
6,DI101228,-1.4126911730201215,0.004113648284914451,-0.0029641952300693795,-0.0008104729434006816,0.04713326689041253,8.787367219099052e-05,-2.4833333333333334,-0.00033111111111111524,0.062266209027155794,0.8321852380952379,1
7,DI101228,-1.2153191005781778,-0.10816251450578318,-0.0036327558437420793,-0.0002988489705127817,0.04779313173069433,0.00011568991827474537,-2.4833333333333334,-0.00033111111111111524,0.03494419685398453,0.771185238095238,1
8,DI101228,-0.9812161983899088,0.20528864828491433,0.00039988636123282004,0.0010702706886912185,0.0669684995890032,0.00013748762109072867,-2.4833333333333334,-0.00033111111111111524,0.027888238753534134,0.7451852380952382,1
9,DI101228,-0.8263868838672224,-0.09780922405551118,-0.003142215432639579,-0.0005386911084978817,0.10110281318520542,0.00016110599881628,-1.4833333333333334,-0.00019777777777781524,0.10869653301180399,0.8373852380952382,1
10,DI101228,-0.619325821486683,0.7167553149515812,-0.0002327464703625777,0.0021559741595343187,0.1491228290742006,0.00018241830899077998,-1.4833333333333334,-0.00019777777777781524,0.20808175821637415,1.0151852380952382,1
11,DI101228,-0.3274221075597623,0.11110933794008682,-0.0008488619707278794,0.0006915332955818184,0.20549732147554423,0.00020417488616388,-2.4833333333333334,-0.00033111111111111524,0.20571335235838256,1.0301852380952379,1
